EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
Rm586,23.0,18-25,Yes,Travel_Rarely,1243.0,Unknown,0.0,3.0,Life Sciences,811.0,3.0,Male,63.0,4.0,1.0,Laboratory Technician,1.0,Married,1601.0,Upto 5K,0.0,1.0,Y,Yes,21.0,4.0,3.0,80.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0
Rm323,35.0,Unknown,No,Travel_Rarely,1018.0,Unknown,2.0,4.0,Medical,439.0,1.0,Female,74.0,4.0,2.0,Research Scientist,4.0,Single,5055.0,Unknown,10557.0,7.0,Y,No,16.0,3.0,3.0,80.0,0.0,10.0,0.0,2.0,7.0,7.0,0.0,7.0
Rm518,25.0,18-25,No,Travel_Rarely,810.0,Sales,8.0,3.0,Life Sciences,707.0,4.0,Male,57.0,4.0,2.0,Sales Executive,2.0,Married,4851.0,Upto 5K,15678.0,0.0,Y,No,22.0,4.0,3.0,80.0,1.0,4.0,4.0,3.0,3.0,0.0,1.0,2.0
Rm658,29.0,26-35,No,Unknown,1086.0,Research & Development,0.0,1.0,Medical,912.0,1.0,Female,0.0,2.0,1.0,Laboratory Technician,4.0,Divorced,2532.0,Upto 5K,0.0,6.0,Y,No,14.0,3.0,3.0,80.0,0.0,8.0,5.0,3.0,4.0,3.0,0.0,3.0
Rm134,41.0,36-45,No,Travel_Rarely,802.0,Sales,9.0,1.0,Life Sciences,176.0,3.0,Male,0.0,3.0,3.0,Sales Executive,3.0,Divorced,8189.0,5K-10K,21196.0,3.0,Y,Yes,13.0,3.0,3.0,80.0,1.0,12.0,2.0,3.0,9.0,7.0,0.0,7.0
Rm1000,42.0,36-45,Unknown,Travel_Rarely,1147.0,Human Resources,10.0,3.0,Human Resources,1408.0,3.0,Female,31.0,3.0,4.0,Manager,1.0,Married,16799.0,15K+,16616.0,0.0,Y,No,14.0,3.0,3.0,80.0,1.0,21.0,5.0,3.0,20.0,7.0,0.0,9.0
Rm792,35.0,26-35,Yes,Unknown,1204.0,Sales,4.0,3.0,Technical Degree,1100.0,4.0,Male,86.0,3.0,3.0,Unknown,1.0,Single,9582.0,5K-10K,10333.0,0.0,Y,Yes,22.0,4.0,1.0,80.0,0.0,9.0,2.0,3.0,8.0,7.0,4.0,7.0
Rm417,38.0,36-45,No,Unknown,1490.0,Research & Development,2.0,2.0,Life Sciences,556.0,4.0,Male,42.0,3.0,1.0,Laboratory Technician,4.0,Married,1702.0,Upto 5K,0.0,1.0,Y,Yes,23.0,4.0,3.0,80.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0
Rm847,35.0,26-35,No,Travel_Rarely,0.0,Unknown,2.0,3.0,Life Sciences,1182.0,3.0,Male,44.0,2.0,3.0,Manufacturing Director,2.0,Divorced,0.0,10K-15K,0.0,2.0,Y,No,18.0,3.0,2.0,80.0,1.0,15.0,0.0,4.0,7.0,7.0,6.0,4.0
Rm1107,30.0,Unknown,Yes,Unknown,740.0,Sales,1.0,3.0,Life Sciences,1562.0,2.0,Male,64.0,2.0,2.0,Sales Executive,1.0,Married,9714.0,5K-10K,5323.0,1.0,Y,No,11.0,3.0,4.0,80.0,1.0,10.0,0.0,3.0,10.0,8.0,6.0,7.0
Rm516,35.0,26-35,No,Non-Travel,727.0,Unknown,3.0,3.0,Life Sciences,704.0,3.0,Male,41.0,2.0,1.0,Laboratory Technician,3.0,Married,1281.0,Upto 5K,16900.0,1.0,Y,No,18.0,3.0,3.0,80.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0
Rm706,39.0,36-45,No,Travel_Rarely,903.0,Sales,2.0,5.0,Life Sciences,985.0,1.0,Male,41.0,4.0,3.0,Sales Executive,3.0,Single,7880.0,5K-10K,2560.0,0.0,Y,No,18.0,3.0,4.0,80.0,0.0,9.0,3.0,3.0,8.0,7.0,0.0,7.0
Rm937,45.0,36-45,No,Travel_Frequently,364.0,Research & Development,25.0,3.0,Medical,1306.0,2.0,Female,83.0,3.0,5.0,Manager,2.0,Single,18061.0,15K+,13035.0,3.0,Y,No,22.0,4.0,3.0,80.0,0.0,22.0,4.0,3.0,0.0,0.0,0.0,0.0
Rm475,24.0,18-25,No,Travel_Rarely,691.0,Research & Development,23.0,3.0,Medical,639.0,2.0,Male,89.0,4.0,1.0,Unknown,4.0,Married,0.0,Upto 5K,21630.0,1.0,Y,Yes,11.0,3.0,2.0,80.0,2.0,0.0,3.0,3.0,6.0,5.0,1.0,4.0
Rm1335,27.0,26-35,No,Travel_Frequently,1131.0,Research & Development,15.0,3.0,Life Sciences,1870.0,4.0,Female,77.0,2.0,1.0,Research Scientist,1.0,Unknown,4774.0,Upto 5K,23844.0,0.0,Y,No,19.0,3.0,4.0,80.0,1.0,8.0,0.0,2.0,7.0,6.0,7.0,3.0
Rm332,27.0,26-35,No,Unknown,210.0,Sales,1.0,1.0,Marketing,449.0,3.0,Male,73.0,3.0,2.0,Sales Executive,2.0,Married,6349.0,5K-10K,22107.0,0.0,Y,Yes,13.0,3.0,4.0,80.0,1.0,6.0,0.0,3.0,0.0,4.0,1.0,4.0
Rm1125,39.0,36-45,No,Travel_Rarely,1462.0,Sales,6.0,3.0,Unknown,1588.0,4.0,Male,38.0,4.0,3.0,Sales Executive,3.0,Married,8237.0,5K-10K,4658.0,2.0,Y,No,11.0,3.0,1.0,80.0,0.0,11.0,3.0,3.0,7.0,6.0,7.0,6.0
Rm123,56.0,55+,Yes,Travel_Rarely,0.0,Research & Development,14.0,4.0,Life Sciences,161.0,2.0,Unknown,72.0,3.0,1.0,Research Scientist,2.0,Married,4963.0,Upto 5K,4510.0,9.0,Y,Yes,18.0,3.0,1.0,80.0,3.0,0.0,2.0,3.0,5.0,4.0,4.0,3.0
Rm1041,35.0,Unknown,No,Non-Travel,218.0,Research & Development,8.0,3.0,Medical,1468.0,4.0,Male,55.0,2.0,3.0,Research Director,2.0,Divorced,13757.0,10K-15K,25178.0,0.0,Y,No,11.0,3.0,3.0,80.0,1.0,16.0,5.0,3.0,9.0,8.0,4.0,8.0
Rm1063,44.0,36-45,No,Travel_Frequently,1193.0,Research & Development,2.0,1.0,Medical,1496.0,2.0,Male,86.0,3.0,3.0,Manufacturing Director,3.0,Single,10209.0,10K-15K,19719.0,5.0,Y,Yes,18.0,3.0,2.0,80.0,0.0,16.0,2.0,2.0,2.0,2.0,2.0,2.0
Rm566,23.0,Unknown,No,Travel_Rarely,310.0,Research & Development,10.0,1.0,Medical,784.0,1.0,Male,79.0,4.0,1.0,Research Scientist,3.0,Single,3505.0,Upto 5K,19630.0,1.0,Unknown,No,18.0,3.0,4.0,80.0,0.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0
Rm489,42.0,36-45,No,Travel_Rarely,622.0,Research & Development,2.0,4.0,Unknown,659.0,3.0,Female,81.0,3.0,2.0,Healthcare Representative,4.0,Married,4089.0,Upto 5K,5718.0,1.0,Y,No,13.0,3.0,2.0,80.0,2.0,10.0,4.0,3.0,10.0,2.0,2.0,2.0
Rm619,35.0,18-25,No,Travel_Rarely,180.0,Research & Development,2.0,1.0,Medical,854.0,1.0,Male,65.0,4.0,1.0,Research Scientist,1.0,Single,3424.0,Upto 5K,21632.0,7.0,Y,No,13.0,3.0,3.0,80.0,0.0,6.0,3.0,2.0,4.0,3.0,0.0,1.0
Rm1262,38.0,36-45,No,Travel_Rarely,833.0,Research & Development,18.0,3.0,Medical,1766.0,2.0,Unknown,60.0,1.0,2.0,Healthcare Representative,4.0,Married,5811.0,5K-10K,24539.0,3.0,Unknown,Yes,16.0,3.0,3.0,80.0,1.0,15.0,2.0,3.0,1.0,0.0,1.0,0.0
Rm109,25.0,18-25,No,Travel_Rarely,1280.0,Research & Development,7.0,1.0,Medical,143.0,4.0,Male,64.0,2.0,1.0,Research Scientist,4.0,Married,2889.0,Upto 5K,26897.0,1.0,Y,No,11.0,3.0,3.0,0.0,2.0,2.0,0.0,3.0,2.0,2.0,2.0,1.0
Rm011,35.0,26-35,No,Travel_Rarely,809.0,Research & Development,16.0,3.0,Medical,14.0,1.0,Male,84.0,4.0,1.0,Laboratory Technician,2.0,Married,2426.0,Upto 5K,16479.0,0.0,Y,No,13.0,3.0,3.0,80.0,1.0,6.0,5.0,3.0,5.0,4.0,0.0,3.0
Rm956,55.0,46-55,No,Travel_Rarely,282.0,Research & Development,2.0,2.0,Medical,1336.0,4.0,Female,58.0,1.0,5.0,Manager,3.0,Married,19187.0,15K+,6992.0,4.0,Y,No,14.0,3.0,4.0,80.0,1.0,23.0,5.0,3.0,19.0,0.0,9.0,11.0
Rm636,35.0,26-35,No,Travel_Rarely,607.0,Unknown,9.0,3.0,Life Sciences,880.0,4.0,Female,66.0,2.0,3.0,Manufacturing Director,3.0,Married,10685.0,10K-15K,23457.0,1.0,Y,Yes,20.0,4.0,2.0,80.0,1.0,17.0,2.0,3.0,0.0,14.0,5.0,15.0
Rm427,30.0,26-35,No,Non-Travel,1116.0,Research & Development,2.0,3.0,Medical,571.0,3.0,Female,49.0,3.0,1.0,Unknown,4.0,Single,2564.0,Upto 5K,7181.0,0.0,Y,No,14.0,3.0,3.0,80.0,0.0,12.0,2.0,2.0,11.0,7.0,6.0,7.0
Rm1058,29.0,26-35,Yes,Travel_Frequently,115.0,Sales,13.0,3.0,Technical Degree,571.0,1.0,Female,51.0,3.0,2.0,Sales Executive,2.0,Unknown,5765.0,5K-10K,17485.0,5.0,Y,Unknown,11.0,3.0,1.0,80.0,0.0,7.0,0.0,3.0,5.0,3.0,0.0,0.0
Rm1061,24.0,18-25,Yes,Travel_Frequently,381.0,Research & Development,9.0,3.0,Medical,1494.0,3.0,Male,89.0,3.0,1.0,Laboratory Technician,1.0,Single,3172.0,Upto 5K,16998.0,2.0,Y,Yes,11.0,3.0,3.0,80.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0
Rm831,41.0,36-45,No,Travel_Rarely,167.0,Research & Development,12.0,3.0,Life Sciences,1158.0,2.0,Male,46.0,3.0,1.0,Laboratory Technician,4.0,Married,4766.0,Upto 5K,9051.0,3.0,Y,Unknown,11.0,3.0,1.0,80.0,0.0,6.0,4.0,3.0,1.0,0.0,0.0,0.0
Rm1176,39.0,36-45,No,Travel_Rarely,0.0,Research & Development,12.0,3.0,Medical,1654.0,4.0,Male,66.0,3.0,2.0,Manufacturing Director,2.0,Married,5295.0,5K-10K,7693.0,4.0,Y,No,21.0,4.0,3.0,80.0,0.0,7.0,3.0,3.0,5.0,4.0,1.0,0.0
Rm030,46.0,46-55,No,Travel_Rarely,705.0,Sales,2.0,3.0,Marketing,38.0,2.0,Female,83.0,3.0,5.0,Manager,1.0,Single,18947.0,15K+,22822.0,3.0,Y,No,12.0,3.0,4.0,80.0,0.0,22.0,2.0,2.0,2.0,2.0,0.0,0.0
Rm382,30.0,26-35,No,Travel_Rarely,202.0,Sales,2.0,1.0,Technical Degree,508.0,3.0,Male,72.0,3.0,1.0,Sales Representative,2.0,Married,0.0,Upto 5K,17434.0,1.0,Y,No,18.0,3.0,1.0,80.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0
Rm514,20.0,18-25,Yes,Travel_Rarely,1362.0,Research & Development,10.0,1.0,Medical,701.0,4.0,Male,0.0,3.0,1.0,Research Scientist,3.0,Single,1009.0,Upto 5K,26999.0,1.0,Y,Yes,11.0,3.0,4.0,80.0,0.0,1.0,5.0,3.0,0.0,0.0,1.0,1.0
Rm1020,35.0,36-45,No,Travel_Rarely,329.0,Sales,16.0,4.0,Marketing,1436.0,3.0,Female,98.0,2.0,2.0,Sales Executive,1.0,Married,5647.0,5K-10K,13494.0,4.0,Y,No,13.0,3.0,1.0,80.0,2.0,11.0,3.0,2.0,3.0,2.0,0.0,2.0
Rm500,33.0,26-35,No,Travel_Rarely,1216.0,Sales,8.0,4.0,Marketing,677.0,3.0,Male,39.0,3.0,2.0,Sales Executive,3.0,Divorced,7104.0,5K-10K,20431.0,0.0,Y,No,12.0,3.0,4.0,80.0,0.0,6.0,3.0,3.0,5.0,0.0,1.0,2.0
Rm1215,44.0,36-45,No,Travel_Rarely,921.0,Research & Development,2.0,3.0,Life Sciences,1703.0,3.0,Female,0.0,4.0,3.0,Unknown,4.0,Married,7879.0,5K-10K,14810.0,1.0,Y,Yes,19.0,3.0,2.0,80.0,1.0,9.0,2.0,3.0,8.0,7.0,6.0,7.0
Rm1212,37.0,36-45,No,Travel_Frequently,1278.0,Sales,0.0,4.0,Medical,1700.0,3.0,Male,0.0,1.0,2.0,Sales Executive,4.0,Divorced,9525.0,5K-10K,7677.0,1.0,Y,No,14.0,3.0,3.0,80.0,2.0,6.0,2.0,2.0,6.0,3.0,1.0,3.0
Rm853,29.0,26-35,No,Travel_Rarely,1401.0,Research & Development,6.0,1.0,Medical,1192.0,2.0,Female,54.0,3.0,0.0,Laboratory Technician,4.0,Married,3131.0,Upto 5K,0.0,1.0,Y,No,13.0,3.0,1.0,80.0,1.0,10.0,5.0,3.0,10.0,8.0,0.0,8.0
Rm1280,44.0,36-45,Yes,Travel_Frequently,0.0,Research & Development,1.0,3.0,Medical,1792.0,3.0,Male,99.0,3.0,1.0,Research Scientist,2.0,Divorced,2342.0,Upto 5K,11092.0,1.0,Y,Yes,12.0,3.0,3.0,80.0,3.0,6.0,2.0,2.0,5.0,3.0,2.0,3.0
Rm615,26.0,26-35,Yes,Travel_Frequently,887.0,Research & Development,5.0,2.0,Medical,848.0,3.0,Female,88.0,2.0,1.0,Research Scientist,3.0,Married,2366.0,Upto 5K,20898.0,1.0,Y,Yes,14.0,3.0,1.0,80.0,1.0,8.0,2.0,3.0,8.0,7.0,1.0,7.0
Rm1293,39.0,36-45,No,Travel_Frequently,766.0,Sales,20.0,3.0,Life Sciences,1812.0,3.0,Male,83.0,3.0,2.0,Sales Executive,4.0,Divorced,4127.0,Upto 5K,19188.0,2.0,Y,No,18.0,3.0,4.0,80.0,1.0,7.0,6.0,3.0,2.0,1.0,2.0,2.0
Rm572,26.0,26-35,No,Travel_Frequently,575.0,Research & Development,1.0,3.0,Life Sciences,792.0,1.0,Female,71.0,1.0,1.0,Laboratory Technician,4.0,Divorced,4364.0,Upto 5K,5288.0,3.0,Y,No,0.0,0.0,1.0,80.0,1.0,5.0,2.0,3.0,2.0,2.0,2.0,0.0
Rm473,37.0,36-45,No,Travel_Rarely,446.0,Unknown,1.0,4.0,Life Sciences,635.0,2.0,Female,65.0,3.0,2.0,Manufacturing Director,2.0,Married,6447.0,5K-10K,15701.0,6.0,Y,No,12.0,3.0,2.0,80.0,1.0,8.0,2.0,2.0,6.0,5.0,4.0,3.0
Rm629,37.0,Unknown,Unknown,Travel_Rarely,342.0,Sales,16.0,4.0,Marketing,868.0,4.0,Male,66.0,2.0,2.0,Sales Executive,3.0,Divorced,6334.0,5K-10K,24558.0,4.0,Y,No,19.0,3.0,4.0,80.0,2.0,9.0,0.0,3.0,1.0,0.0,0.0,0.0
Rm112,34.0,Unknown,Yes,Travel_Frequently,658.0,Research & Development,7.0,3.0,Life Sciences,147.0,1.0,Male,66.0,1.0,2.0,Laboratory Technician,3.0,Single,6074.0,5K-10K,22887.0,1.0,Y,Yes,24.0,4.0,4.0,80.0,0.0,9.0,3.0,3.0,9.0,7.0,0.0,6.0
Rm107,50.0,46-55,No,Travel_Frequently,1115.0,Research & Development,1.0,3.0,Life Sciences,141.0,1.0,Female,73.0,3.0,5.0,Research Director,2.0,Married,18172.0,15K+,9755.0,3.0,Y,Yes,19.0,3.0,1.0,80.0,0.0,28.0,1.0,2.0,8.0,3.0,0.0,7.0
Rm1437,21.0,18-25,No,Travel_Rarely,501.0,Sales,0.0,1.0,Medical,2021.0,3.0,Male,58.0,3.0,1.0,Sales Representative,1.0,Single,2380.0,Upto 5K,25479.0,1.0,Y,Yes,11.0,3.0,4.0,80.0,0.0,2.0,6.0,3.0,2.0,2.0,1.0,2.0
Rm1110,35.0,26-35,No,Travel_Rarely,1288.0,Sales,29.0,4.0,Technical Degree,1568.0,3.0,Male,33.0,3.0,0.0,Sales Executive,2.0,Married,9250.0,5K-10K,17799.0,3.0,Y,No,12.0,3.0,2.0,80.0,1.0,9.0,3.0,3.0,4.0,2.0,1.0,3.0
Rm325,30.0,Unknown,No,Travel_Rarely,0.0,Research & Development,28.0,2.0,Medical,441.0,4.0,Female,64.0,3.0,0.0,Research Scientist,4.0,Married,5775.0,5K-10K,11934.0,1.0,Y,Unknown,13.0,3.0,4.0,80.0,0.0,11.0,2.0,3.0,10.0,8.0,1.0,9.0
Rm1081,46.0,46-55,No,Travel_Rarely,228.0,Sales,3.0,3.0,Life Sciences,1527.0,3.0,Female,51.0,3.0,4.0,Manager,2.0,Married,16606.0,15K+,11380.0,8.0,Y,No,12.0,3.0,4.0,80.0,1.0,23.0,2.0,4.0,13.0,0.0,5.0,1.0
Rm908,44.0,36-45,No,Travel_Rarely,1099.0,Sales,5.0,3.0,Marketing,1267.0,2.0,Male,88.0,3.0,0.0,Manager,2.0,Married,18213.0,15K+,8751.0,7.0,Y,No,11.0,3.0,3.0,80.0,1.0,26.0,5.0,3.0,22.0,9.0,0.0,10.0
Rm592,33.0,26-35,Yes,Travel_Rarely,118.0,Sales,16.0,3.0,Marketing,819.0,1.0,Female,69.0,3.0,2.0,Sales Executive,1.0,Single,5324.0,5K-10K,26507.0,5.0,Y,No,15.0,3.0,3.0,80.0,0.0,6.0,3.0,3.0,3.0,2.0,0.0,2.0
Rm1411,40.0,36-45,No,Travel_Rarely,444.0,Sales,2.0,2.0,Marketing,1986.0,2.0,Female,92.0,3.0,2.0,Sales Executive,2.0,Married,5677.0,5K-10K,4258.0,3.0,Y,No,14.0,3.0,3.0,80.0,1.0,15.0,4.0,3.0,0.0,8.0,5.0,10.0
Rm990,35.0,36-45,No,Travel_Rarely,1439.0,Research & Development,4.0,1.0,Life Sciences,1394.0,3.0,Male,0.0,3.0,1.0,Research Scientist,3.0,Married,2996.0,Upto 5K,5182.0,7.0,Y,Yes,15.0,3.0,4.0,80.0,0.0,8.0,2.0,3.0,6.0,4.0,1.0,3.0
Rm421,29.0,26-35,No,Travel_Rarely,986.0,Research & Development,3.0,4.0,Medical,564.0,2.0,Male,93.0,2.0,3.0,Research Director,3.0,Married,11935.0,10K-15K,21526.0,1.0,Y,No,18.0,0.0,3.0,80.0,0.0,10.0,2.0,3.0,10.0,2.0,0.0,7.0
Rm839,35.0,36-45,Yes,Travel_Frequently,481.0,Sales,12.0,3.0,Life Sciences,1167.0,3.0,Male,44.0,3.0,4.0,Sales Executive,1.0,Single,13758.0,10K-15K,2447.0,0.0,Y,Yes,12.0,3.0,3.0,80.0,0.0,22.0,2.0,2.0,21.0,9.0,13.0,0.0
Rm080,46.0,46-55,No,Unknown,945.0,Human Resources,5.0,3.0,Unknown,103.0,2.0,Male,80.0,3.0,2.0,Human Resources,2.0,Divorced,5021.0,5K-10K,10425.0,8.0,Y,Yes,22.0,4.0,4.0,80.0,1.0,16.0,2.0,3.0,4.0,2.0,0.0,2.0
Rm317,49.0,46-55,No,Travel_Rarely,0.0,Research & Development,1.0,2.0,Unknown,431.0,3.0,Female,90.0,3.0,0.0,Healthcare Representative,3.0,Single,13964.0,10K-15K,17810.0,7.0,Y,Yes,12.0,3.0,4.0,80.0,0.0,25.0,2.0,3.0,7.0,1.0,0.0,7.0
Rm437,33.0,26-35,Yes,Travel_Rarely,587.0,Research & Development,10.0,1.0,Medical,584.0,1.0,Male,0.0,1.0,1.0,Laboratory Technician,4.0,Divorced,3408.0,Upto 5K,6705.0,7.0,Y,No,13.0,3.0,1.0,80.0,3.0,8.0,2.0,3.0,4.0,3.0,1.0,3.0
Rm267,31.0,26-35,No,Travel_Rarely,1463.0,Research & Development,23.0,3.0,Medical,367.0,2.0,Male,64.0,2.0,2.0,Healthcare Representative,4.0,Married,5582.0,5K-10K,14408.0,0.0,Y,No,21.0,4.0,2.0,80.0,1.0,10.0,2.0,3.0,9.0,0.0,7.0,8.0
Rm241,39.0,Unknown,No,Travel_Rarely,1431.0,Research & Development,1.0,4.0,Medical,332.0,3.0,Female,96.0,3.0,1.0,Laboratory Technician,3.0,Divorced,2232.0,Upto 5K,15417.0,7.0,Y,No,14.0,3.0,3.0,80.0,3.0,7.0,1.0,3.0,3.0,2.0,1.0,2.0
Rm310,31.0,26-35,Unknown,Travel_Rarely,691.0,Research & Development,0.0,3.0,Technical Degree,423.0,3.0,Male,86.0,3.0,1.0,Research Scientist,4.0,Married,4821.0,Upto 5K,10077.0,0.0,Y,Yes,12.0,3.0,3.0,80.0,1.0,6.0,4.0,3.0,5.0,2.0,0.0,3.0
Rm1117,55.0,46-55,No,Travel_Rarely,685.0,Sales,26.0,3.0,Marketing,423.0,3.0,Male,60.0,2.0,5.0,Manager,4.0,Married,19586.0,15K+,23037.0,1.0,Y,No,21.0,4.0,3.0,80.0,1.0,36.0,3.0,3.0,0.0,6.0,2.0,13.0
Rm1151,35.0,26-35,No,Travel_Rarely,819.0,Research & Development,18.0,5.0,Life Sciences,1621.0,2.0,Male,48.0,4.0,2.0,Research Scientist,1.0,Married,5208.0,5K-10K,26312.0,1.0,Y,No,11.0,3.0,4.0,80.0,0.0,16.0,0.0,3.0,16.0,15.0,1.0,10.0
Rm750,52.0,46-55,Yes,Travel_Rarely,266.0,Sales,2.0,1.0,Marketing,1038.0,1.0,Female,57.0,1.0,5.0,Manager,4.0,Married,19845.0,15K+,25846.0,1.0,Y,No,15.0,3.0,4.0,80.0,1.0,33.0,3.0,3.0,32.0,14.0,6.0,9.0
Rm055,26.0,26-35,Unknown,Travel_Rarely,1443.0,Sales,23.0,3.0,Marketing,72.0,3.0,Female,47.0,2.0,2.0,Sales Executive,4.0,Married,4157.0,Upto 5K,21436.0,7.0,Y,Yes,19.0,3.0,3.0,80.0,1.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0
Rm1314,35.0,26-35,Yes,Travel_Rarely,350.0,Human Resources,13.0,3.0,Human Resources,1844.0,1.0,Male,56.0,2.0,1.0,Human Resources,1.0,Divorced,2335.0,Upto 5K,3157.0,4.0,Y,Yes,15.0,3.0,4.0,80.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,0.0
Rm1122,36.0,36-45,No,Travel_Rarely,884.0,Sales,1.0,4.0,Life Sciences,1585.0,2.0,Female,73.0,3.0,2.0,Sales Executive,3.0,Single,6815.0,5K-10K,21447.0,6.0,Y,No,13.0,3.0,1.0,80.0,0.0,15.0,5.0,3.0,1.0,0.0,0.0,0.0
Rm280,50.0,46-55,No,Travel_Rarely,797.0,Research & Development,4.0,1.0,Life Sciences,385.0,1.0,Male,96.0,3.0,5.0,Research Director,2.0,Divorced,19144.0,15K+,15815.0,3.0,Y,No,14.0,3.0,1.0,80.0,2.0,28.0,4.0,2.0,10.0,4.0,1.0,6.0
Rm985,28.0,26-35,No,Travel_Rarely,736.0,Sales,26.0,3.0,Life Sciences,1387.0,3.0,Male,48.0,2.0,2.0,Sales Executive,1.0,Married,4724.0,Upto 5K,24232.0,1.0,Y,No,11.0,3.0,3.0,80.0,1.0,0.0,0.0,3.0,5.0,3.0,0.0,4.0
Rm1343,35.0,26-35,No,Travel_Rarely,1480.0,Sales,4.0,3.0,Life Sciences,1387.0,3.0,Male,64.0,3.0,3.0,Sales Executive,4.0,Married,9713.0,5K-10K,24444.0,2.0,Y,Yes,13.0,3.0,4.0,80.0,3.0,9.0,3.0,3.0,5.0,3.0,1.0,0.0
Rm940,32.0,26-35,Yes,Travel_Rarely,1089.0,Research & Development,7.0,2.0,Life Sciences,1309.0,4.0,Male,79.0,3.0,2.0,Laboratory Technician,3.0,Married,4883.0,Upto 5K,0.0,1.0,Y,No,18.0,3.0,1.0,80.0,1.0,10.0,3.0,3.0,10.0,4.0,1.0,1.0
Rm298,35.0,26-35,No,Unknown,1232.0,Sales,16.0,3.0,Marketing,406.0,3.0,Male,96.0,3.0,3.0,Sales Executive,3.0,Married,8020.0,5K-10K,5100.0,0.0,Y,No,15.0,3.0,3.0,80.0,2.0,12.0,3.0,2.0,0.0,9.0,6.0,9.0
Rm689,19.0,18-25,Yes,Travel_Rarely,419.0,Sales,21.0,3.0,Other,959.0,4.0,Male,37.0,2.0,1.0,Unknown,2.0,Single,2121.0,Upto 5K,9947.0,1.0,Y,Yes,13.0,3.0,2.0,80.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0
Rm393,54.0,46-55,No,Travel_Rarely,821.0,Research & Development,5.0,2.0,Medical,522.0,1.0,Male,86.0,3.0,5.0,Research Director,3.0,Married,19406.0,15K+,8509.0,4.0,Y,No,11.0,3.0,3.0,80.0,1.0,24.0,4.0,2.0,4.0,2.0,1.0,2.0
Rm333,54.0,46-55,No,Travel_Frequently,928.0,Research & Development,20.0,3.0,Life Sciences,450.0,4.0,Female,31.0,3.0,2.0,Research Scientist,3.0,Single,4869.0,Upto 5K,16885.0,3.0,Y,No,12.0,3.0,4.0,80.0,0.0,20.0,4.0,2.0,4.0,3.0,0.0,3.0
Rm113,35.0,46-55,No,Non-Travel,142.0,Human Resources,26.0,3.0,Human Resources,148.0,4.0,Female,30.0,4.0,4.0,Manager,4.0,Single,17328.0,15K+,13871.0,2.0,Y,Yes,12.0,3.0,3.0,80.0,0.0,23.0,3.0,3.0,5.0,3.0,4.0,4.0
Rm493,48.0,46-55,No,Travel_Rarely,1236.0,Research & Development,1.0,4.0,Life Sciences,664.0,4.0,Female,40.0,2.0,4.0,Manager,1.0,Married,15402.0,15K+,17997.0,7.0,Y,No,11.0,3.0,3.0,80.0,1.0,21.0,3.0,1.0,3.0,2.0,0.0,2.0
Rm322,31.0,26-35,No,Travel_Rarely,691.0,Sales,7.0,3.0,Marketing,438.0,3.0,Male,73.0,3.0,2.0,Sales Executive,4.0,Divorced,7547.0,5K-10K,7143.0,4.0,Y,No,12.0,3.0,4.0,80.0,3.0,0.0,3.0,3.0,7.0,7.0,1.0,7.0
Rm469,52.0,46-55,No,Travel_Rarely,956.0,Research & Development,6.0,3.0,Technical Degree,630.0,4.0,Male,78.0,3.0,2.0,Research Scientist,1.0,Divorced,5577.0,5K-10K,22087.0,3.0,Y,Unknown,12.0,3.0,2.0,80.0,2.0,18.0,3.0,3.0,10.0,9.0,6.0,9.0
Rm151,35.0,36-45,No,Travel_Frequently,1395.0,Research & Development,26.0,3.0,Medical,202.0,2.0,Female,54.0,3.0,0.0,Research Scientist,2.0,Divorced,5605.0,5K-10K,8504.0,1.0,Y,No,11.0,3.0,1.0,80.0,1.0,20.0,2.0,3.0,20.0,7.0,2.0,13.0
Rm042,27.0,26-35,No,Travel_Rarely,1240.0,Research & Development,0.0,4.0,Life Sciences,54.0,4.0,Female,0.0,3.0,1.0,Laboratory Technician,1.0,Divorced,2341.0,Upto 5K,19715.0,1.0,Y,No,13.0,0.0,4.0,80.0,1.0,1.0,6.0,3.0,1.0,0.0,0.0,0.0
Rm799,33.0,26-35,Yes,Travel_Rarely,0.0,Research & Development,25.0,3.0,Medical,1108.0,1.0,Male,55.0,2.0,1.0,Research Scientist,2.0,Single,2313.0,Upto 5K,2993.0,4.0,Unknown,Yes,20.0,4.0,2.0,80.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0
